ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7984330	1.36e-29	1.05e-31	14.544179	61.4289189	1.940903	ZWILCH	zwilch kinetochore protein
8085754	1.37e-29	1.06e-31	14.542333	61.4169408	2.8251608	SGO1	shugoshin 1
8103728	1.41e-29	1.10e-31	14.536468	61.3788886	1.9481866	HMGB2	high mobility group box 2
7909146	1.55e-29	1.22e-31	14.52164	61.2826661	3.4768312	FAM72A///FAM72D///FAM72B	family with sequence similarity 72 member A///family with sequence similarity 72 member D///family with sequence similarity 72 member B
8126347	1.63e-29	1.28e-31	14.513758	61.2315177	1.4225238	USP49	ubiquitin specific peptidase 49
8003601	1.69e-29	1.34e-31	-14.507001	61.1876656	-2.0176027	C16orf54	chromosome 16 open reading frame 54
8004464	2.57e-29	2.04e-31	-14.442061	60.7660839	-1.4261379	TNFSF12-TNFSF13///TNFSF12///TNFSF13	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 12///tumor necrosis factor superfamily member 13
8179555	2.57e-29	2.05e-31	-14.441873	60.7648642	-1.2183666	B3GALT4	beta-1,3-galactosyltransferase 4
7897172	2.68e-29	2.14e-31	-14.434895	60.7195495	-1.4290155	TPRG1L	tumor protein p63 regulated 1-like
7909225	2.70e-29	2.17e-31	14.433205	60.7085798	2.3841878	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3
8008517	2.71e-29	2.18e-31	14.432142	60.7016737	2.9603696	NME1-NME2///NME1	NME1-NME2 readthrough///NME/NM23 nucleoside diphosphate kinase 1
8021187	3.15e-29	2.55e-31	14.408452	60.5478226	2.5683917	SKA1	spindle and kinetochore associated complex subunit 1
8162706	3.69e-29	2.99e-31	-14.383861	60.3880899	-1.3949363	TRMO	tRNA methyltransferase O
7893684	4.35e-29	3.54e-31	14.357882	60.2193122	1.7889014		
7995843	5.19e-29	4.24e-31	14.330497	60.0413637	1.1061432	NUP93	nucleoporin 93
7913357	5.91e-29	4.84e-31	-14.310052	59.9084899	-2.9227635	ECE1	endothelin converting enzyme 1
7997381	7.38e-29	6.07e-31	14.27549	59.6838297	2.3115799	CENPN	centromere protein N
8156194	7.77e-29	6.42e-31	14.266961	59.6283797	1.4035682		
7982294	8.19e-29	6.79e-31	14.258463	59.5731304	1.8860519	LOC100288637///OTUD7A	OTU deubiquitinase 7A pseudogene///OTU deubiquitinase 7A
8062964	8.20e-29	6.83e-31	-14.257608	59.5675693	-1.1070141	SYS1-DBNDD2///SYS1	SYS1-DBNDD2 readthrough (NMD candidate)///Sys1 golgi trafficking protein
7916425	8.55e-29	7.14e-31	-14.25065	59.5223248	-1.1747734	TTC22	tetratricopeptide repeat domain 22
7893357	9.46e-29	7.93e-31	14.234745	59.4189051	1.0909761		
7904314	1.11e-28	9.30e-31	14.210305	59.2599655	1.8709451	TTF2	transcription termination factor 2
7994609	1.40e-28	1.18e-30	14.173591	59.021158	1.7753612	QPRT	quinolinate phosphoribosyltransferase
8124391	1.54e-28	1.31e-30	14.158063	58.9201384	3.3520191	HIST1H2AB	histone cluster 1, H2ab
7970513	2.04e-28	1.73e-30	14.115255	58.6415909	2.9063388	SKA3	spindle and kinetochore associated complex subunit 3
7956200	2.21e-28	1.89e-30	14.102273	58.5571044	1.3308337	MYL6B	myosin light chain 6B
8169984	2.44e-28	2.09e-30	14.086335	58.453378	1.6002061	HPRT1	hypoxanthine phosphoribosyltransferase 1
7893399	2.52e-28	2.17e-30	14.081107	58.4193452	1.2501063		
8109639	2.59e-28	2.24e-30	14.076192	58.3873541	2.3876765	PTTG1	pituitary tumor-transforming 1
8045946	3.12e-28	2.70e-30	14.04764	58.2014932	2.3473586	PSMD14	proteasome 26S subunit, non-ATPase 14
8092968	3.46e-28	3.01e-30	-14.031198	58.0944442	-1.3750003		
7921434	3.64e-28	3.17e-30	-14.022886	58.040324	-3.1528956	AIM2	absent in melanoma 2
8027402	3.64e-28	3.19e-30	14.02217	58.0356623	1.9653232	CCNE1	cyclin E1
8080198	3.75e-28	3.30e-30	-14.017016	58.002103	-1.5920472	PPM1M	protein phosphatase, Mg2+/Mn2+ dependent 1M
8102371	3.81e-28	3.36e-30	14.014431	57.9852747	2.2291599	ZGRF1	zinc finger GRF-type containing 1
8166015	4.06e-28	3.59e-30	-14.003921	57.9168326	-1.2546938	MSL3	male-specific lethal 3 homolog (Drosophila)
8130567	4.72e-28	4.19e-30	13.980602	57.7649799	1.4687568	TCP1	t-complex 1
8095221	5.39e-28	4.80e-30	13.959851	57.6298279	2.4434745	PAICS	phosphoribosylaminoimidazole carboxylase; phosphoribosylaminoimidazolesuccinocarboxamide synthase
7983306	5.39e-28	4.82e-30	13.959219	57.6257092	2.2333983	WDR76	WD repeat domain 76
7902913	6.49e-28	5.83e-30	13.930235	57.4369126	2.5620285	CDC7	cell division cycle 7
8119492	6.54e-28	5.89e-30	13.928537	57.4258481	2.1093437	BYSL	bystin like
7942007	6.56e-28	5.92e-30	13.927701	57.4204047	1.6100993	LRP5	LDL receptor related protein 5
7937150	6.89e-28	6.25e-30	-13.919627	57.367809	-2.1525163	ADAM8	ADAM metallopeptidase domain 8
8171561	7.40e-28	6.73e-30	13.908263	57.293771	3.1688848	SCML2	sex comb on midleg-like 2 (Drosophila)
7988327	8.52e-28	7.78e-30	-13.886145	57.1496605	-1.742241	PATL2	PAT1 homolog 2
7913644	8.87e-28	8.12e-30	13.879591	57.1069573	2.2018946	E2F2	E2F transcription factor 2
7978917	9.23e-28	8.48e-30	-13.872973	57.0638377	-1.4897966	LINC01599	long intergenic non-protein coding RNA 1599
8118293	9.54e-28	8.80e-30	13.867421	57.0276532	2.0626651	MSH5-SAPCD1///MSH5	MSH5-SAPCD1 readthrough (NMD candidate)///mutS homolog 5
8036622	9.63e-28	8.91e-30	-13.865416	57.0145901	-0.9035077	RINL	Ras and Rab interactor like
8011884	1.08e-27	9.98e-30	-13.8481	56.9017446	-2.4751525	LOC728392///NLRP1	uncharacterized LOC728392///NLR family pyrin domain containing 1
8075785	1.14e-27	1.06e-29	13.838684	56.8403815	1.5526678	FOXRED2	FAD dependent oxidoreductase domain containing 2
7983594	1.21e-27	1.13e-29	13.829072	56.7777375	1.6823075	DUT	deoxyuridine triphosphatase
8117458	1.36e-27	1.28e-29	-13.81055	56.6570128	-2.1474205	BTN3A1	butyrophilin subfamily 3 member A1
8038624	1.39e-27	1.31e-29	13.806726	56.6320897	1.6012149	C19orf48	chromosome 19 open reading frame 48
8014454	1.50e-27	1.41e-29	13.795115	56.5564043	1.0883603	MYO19	myosin XIX
7978208	1.52e-27	1.44e-29	-13.79224	56.5376652	-1.0101182	TINF2	TERF1 interacting nuclear factor 2
8003991	1.69e-27	1.60e-29	-13.776093	56.432402	-1.2714014	MINK1	misshapen like kinase 1
7989146	1.70e-27	1.62e-29	13.774347	56.4210188	2.252233	MNS1	meiosis specific nuclear structural 1
8010590	1.83e-27	1.75e-29	13.762631	56.3446415	1.6449591	BAHCC1	BAH domain and coiled-coil containing 1
8015769	1.90e-27	1.82e-29	13.756219	56.3028409	2.3667876	BRCA1	BRCA1, DNA repair associated
7924119	2.59e-27	2.49e-29	13.708689	55.9929286	1.9499366	INTS7	integrator complex subunit 7
8004804	2.65e-27	2.55e-29	13.704984	55.9687688	1.3928313	PFAS	phosphoribosylformylglycinamidine synthase
7992219	2.83e-27	2.74e-29	-13.694324	55.8992521	-1.258754	BAIAP3	BAI1 associated protein 3
8111552	3.12e-27	3.03e-29	13.678979	55.7991816	1.875635	NADK2	NAD kinase 2, mitochondrial
8149955	3.21e-27	3.13e-29	13.674045	55.7670034	3.9503843	PBK	PDZ binding kinase
7954029	3.28e-27	3.21e-29	-13.670323	55.742731	-1.5052373	CDKN1B	cyclin dependent kinase inhibitor 1B
8006298	3.90e-27	3.82e-29	-13.643588	55.5683569	-1.8461117	RAB11FIP4	RAB11 family interacting protein 4
8135915	4.17e-27	4.10e-29	13.632805	55.4980257	1.6987277	HILPDA	hypoxia inducible lipid droplet associated
8117165	5.06e-27	5.00e-29	13.602721	55.3017818	2.2687088	SOX4	SRY-box 4
7991638	6.16e-27	6.10e-29	-13.572342	55.1035955	-1.6014012		
7953385	6.22e-27	6.17e-29	13.570481	55.0914491	0.811494	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
8048898	6.73e-27	6.71e-29	-13.557848	55.0090316	-3.0020952	SP140	SP140 nuclear body protein
8111629	6.82e-27	6.81e-29	13.555512	54.9937879	1.4411081	NUP155	nucleoporin 155
8008310	7.00e-27	7.02e-29	13.550967	54.9641344	1.8152662	EME1	essential meiotic structure-specific endonuclease 1
8078248	8.63e-27	8.67e-29	13.518707	54.7536424	1.0044415	CTCFL///SP100///HMGB1	CCCTC-binding factor like///SP100 nuclear antigen///high mobility group box 1
7969243	8.63e-27	8.70e-29	13.518247	54.7506358	1.7223688	CKAP2	cytoskeleton associated protein 2
7914834	1.01e-26	1.02e-28	13.493357	54.5882191	1.1087913	PSMB2	proteasome subunit beta 2
7943263	1.03e-26	1.05e-28	13.490124	54.5671214	2.2902717	AMOTL1	angiomotin like 1
8105842	1.23e-26	1.26e-28	13.462426	54.3863586	2.0156208	CENPH	centromere protein H
7939120	1.24e-26	1.27e-28	13.461034	54.3772752	1.9977671	RCN1	reticulocalbin 1
7958273	1.26e-26	1.29e-28	-13.458513	54.3608215	-3.4830971		
8014487	1.43e-26	1.47e-28	13.43864	54.2311226	1.865262	ACACA	acetyl-CoA carboxylase alpha
8136388	1.55e-26	1.59e-28	-13.426014	54.1487122	-2.6051553	TMEM140	transmembrane protein 140
7976621	1.59e-26	1.64e-28	13.421803	54.1212316	1.5685558	VRK1	vaccinia related kinase 1
8150599	1.70e-26	1.76e-28	13.410642	54.0483783	1.5941618	PRKDC	protein kinase, DNA-activated, catalytic polypeptide
8129763	1.91e-26	1.99e-28	13.39241	53.929375	2.1491355	MTFR2	mitochondrial fission regulator 2
8067167	2.00e-26	2.09e-28	13.385156	53.8820208	2.9591294	AURKA	aurora kinase A
8001658	2.04e-26	2.14e-28	13.38156	53.8585493	1.2069663	CFAP20	cilia and flagella associated protein 20
8033912	2.15e-26	2.25e-28	13.373297	53.8046112	1.5753144	DNMT1	DNA (cytosine-5-)-methyltransferase 1
7959052	2.36e-26	2.48e-28	13.358924	53.7107852	1.5821937	RFC5	replication factor C subunit 5
8006984	2.61e-26	2.75e-28	13.342893	53.6061344	1.0340983	PSMD3	proteasome 26S subunit, non-ATPase 3
8130374	2.95e-26	3.13e-28	13.323576	53.4800292	2.3387128	FBXO5	F-box protein 5
8019392	2.98e-26	3.17e-28	13.321585	53.4670325	1.7118285	FASN	fatty acid synthase
8160559	2.99e-26	3.18e-28	-13.320945	53.4628544	-2.1257847	DDX58	DEXD/H-box helicase 58
8160935	3.26e-26	3.48e-28	13.307322	53.3739153	1.3286548	FANCG	Fanconi anemia complementation group G
8047381	3.43e-26	3.67e-28	-13.299195	53.320853	-2.3275766	CFLAR	CASP8 and FADD like apoptosis regulator
7919619	3.58e-26	3.84e-28	13.292317	53.275951	1.6979847	HIST2H2AA4///HIST2H2AB///HIST2H2AC///HIST2H2AA3	histone cluster 2, H2aa4///histone cluster 2, H2ab///histone cluster 2, H2ac///histone cluster 2, H2aa3
8167013	3.64e-26	3.93e-28	13.288861	53.2533871	2.1977242	JADE3	jade family PHD finger 3
8083941	3.64e-26	3.93e-28	13.288654	53.2520343	2.4281121	ECT2	epithelial cell transforming 2
8139737	3.71e-26	4.01e-28	13.285521	53.2315822	1.8010589	PSPH	phosphoserine phosphatase
8070129	3.78e-26	4.11e-28	13.282042	53.2088674	1.2901118	DONSON	downstream neighbor of SON
8087839	4.17e-26	4.54e-28	13.266614	53.1081397	1.6973428	POC1A	POC1 centriolar protein A
7945086	4.28e-26	4.68e-28	-13.262239	53.0795692	-1.371658	TIRAP	TIR domain containing adaptor protein
7954711	4.41e-26	4.83e-28	-13.257249	53.0469939	-2.1965001	KIAA1551	KIAA1551
7896651	4.44e-26	4.88e-28	13.255937	53.0384247	1.3195443		
8035581	4.85e-26	5.34e-28	13.242133	52.9482929	1.1402351	SUGP2	SURP and G-patch domain containing 2
7961031	5.02e-26	5.55e-28	13.236323	52.910361	1.9346475	LOC642846///DDX12P///DDX11	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11-like///DEAD/H-box helicase 12, pseudogene///DEAD/H-box helicase 11
8058258	5.32e-26	5.90e-28	13.227015	52.8495812	1.9977972	TMEM237	transmembrane protein 237
8060988	5.69e-26	6.32e-28	13.216364	52.7800353	2.3828492	BTBD3	BTB domain containing 3
8117543	5.84e-26	6.51e-28	13.211897	52.7508688	2.4719633	HIST1H2AH	histone cluster 1, H2ah
8121257	5.84e-26	6.52e-28	-13.211716	52.7496895	-3.0721424	PRDM1	PR/SET domain 1
7912956	5.87e-26	6.57e-28	13.210442	52.7413659	1.2992375	RCC2	regulator of chromosome condensation 2
7895068	6.34e-26	7.12e-28	13.198201	52.6614394	1.2758243		
8037835	7.43e-26	8.37e-28	13.173785	52.5020063	2.1046543	SLC1A5	solute carrier family 1 member 5
7894926	7.76e-26	8.76e-28	13.166774	52.4562219	1.5855578		
8062571	9.07e-26	1.03e-27	13.142539	52.297969	1.7409846	FAM83D	family with sequence similarity 83 member D
7898833	9.29e-26	1.06e-27	13.138467	52.2713769	1.9825025	KDM1A	lysine demethylase 1A
7947934	9.60e-26	1.09e-27	13.133156	52.2366972	1.539256	MTCH2	mitochondrial carrier 2
7916898	9.66e-26	1.10e-27	13.131784	52.2277345	3.4388694	DEPDC1	DEP domain containing 1
7901123	9.67e-26	1.11e-27	13.131193	52.2238748	1.7600454	NASP	nuclear autoantigenic sperm protein
7990818	1.04e-25	1.19e-27	-13.120205	52.1521231	-2.8861832	BCL2A1	BCL2 related protein A1
8141305	1.05e-25	1.21e-27	-13.117509	52.1345149	-1.4325859	ZNF394	zinc finger protein 394
8128329	1.35e-25	1.56e-27	13.079085	51.8835959	2.0638668	MMS22L	MMS22 like, DNA repair protein
7911754	1.46e-25	1.69e-27	-13.067138	51.8055783	-1.5122132	TNFRSF14	TNF receptor superfamily member 14
7937823	1.50e-25	1.74e-27	-13.062222	51.7734705	-1.598581	KCNQ1	potassium voltage-gated channel subfamily Q member 1
7906995	1.73e-25	2.02e-27	13.040027	51.6285301	2.2509444	UCK2	uridine-cytidine kinase 2
8026051	1.89e-25	2.20e-27	13.026391	51.5394744	2.0915364	RNASEH2A	ribonuclease H2 subunit A
8081214	2.14e-25	2.50e-27	-13.007204	51.4141776	-2.9399008	GPR15	G protein-coupled receptor 15
8172471	2.39e-25	2.81e-27	-12.989612	51.2992883	-2.4657152	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
8115490	2.47e-25	2.90e-27	-12.984735	51.2674356	-2.7032953	ADAM19	ADAM metallopeptidase domain 19
8179103	2.64e-25	3.11e-27	-12.974181	51.1985134	-1.7426641	HLA-H///HLA-F///HLA-E///HLA-B///HLA-A///HLA-A	major histocompatibility complex, class I, H (pseudogene)///major histocompatibility complex, class I, F///major histocompatibility complex, class I, E///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, A
7995552	2.74e-25	3.24e-27	-12.967778	51.1567	-2.0000959	CYLD	CYLD lysine 63 deubiquitinase
8047217	2.80e-25	3.32e-27	-12.964108	51.1327338	-1.3490329	COQ10B	coenzyme Q10B
8050719	2.81e-25	3.34e-27	-12.963388	51.1280285	-1.3605069	ITSN2	intersectin 2
8068460	2.85e-25	3.39e-27	-12.960709	51.1105355	-1.1888184	MORC3	MORC family CW-type zinc finger 3
7964145	2.88e-25	3.44e-27	12.958587	51.0966775	2.4755848	TIMELESS	timeless circadian clock
7915995	3.00e-25	3.59e-27	12.952147	51.0546213	1.2152426	FAF1	Fas associated factor 1
8147049	3.13e-25	3.76e-27	12.94511	51.0086662	2.931868	FABP5P3///FABP5	fatty acid binding protein 5 pseudogene 3///fatty acid binding protein 5
7949264	3.28e-25	3.94e-27	-12.937944	50.9618633	-1.5125471	EHD1	EH domain containing 1
7935639	3.47e-25	4.19e-27	-12.928735	50.901726	-1.0354408	SLC25A28	solute carrier family 25 member 28
7983173	3.47e-25	4.20e-27	-12.928407	50.8995851	-1.5643323	CCNDBP1	cyclin D1 binding protein 1
7938687	3.55e-25	4.31e-27	12.924468	50.8738612	2.1104327	NUCB2	nucleobindin 2
7949410	3.61e-25	4.39e-27	-12.921587	50.855048	-1.2349818	MALAT1	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)
7994280	3.61e-25	4.40e-27	-12.921373	50.8536462	-2.4264961	IL4R	interleukin 4 receptor
7988537	4.84e-25	5.91e-27	12.876313	50.5593856	1.718667	CEP152	centrosomal protein 152
7944152	5.07e-25	6.22e-27	-12.868672	50.5094853	-3.5926936	IL10RA	interleukin 10 receptor subunit alpha
8170390	6.29e-25	7.73e-27	-12.835615	50.2936175	-2.3044208	IDS	iduronate 2-sulfatase
7978748	6.30e-25	7.75e-27	-12.835033	50.2898144	-1.2150326	FBXO33	F-box protein 33
8024170	8.71e-25	1.08e-26	-12.785336	49.9652991	-1.403914	ARHGAP45	Rho GTPase activating protein 45
7955179	8.77e-25	1.08e-26	12.783946	49.9562197	1.7816025	TUBA1C	tubulin alpha 1c
8033987	9.75e-25	1.21e-26	-12.767397	49.8481628	-2.8018878	ICAM3	intercellular adhesion molecule 3
8075483	1.04e-24	1.29e-26	-12.757775	49.7853345	-3.0505116	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
8012558	1.14e-24	1.42e-26	-12.742583	49.6861341	-2.3503564	PIK3R5	phosphoinositide-3-kinase regulatory subunit 5
7958262	1.15e-24	1.43e-26	-12.741601	49.6797266	-3.2753517	TCP11L2	t-complex 11 like 2
7893094	1.25e-24	1.56e-26	12.728465	49.5939531	1.0695395		
8085145	1.28e-24	1.60e-26	12.724688	49.5692939	1.2934118	RAD18	RAD18, E3 ubiquitin protein ligase
7916316	1.28e-24	1.61e-26	12.723982	49.5646855	1.9643787	NDC1	NDC1 transmembrane nucleoporin
8158725	1.32e-24	1.67e-26	12.718178	49.5267886	1.0858672	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
8037123	1.53e-24	1.94e-26	-12.695498	49.3787104	-1.2889512	POU2F2	POU class 2 homeobox 2
8101992	1.56e-24	1.98e-26	12.692294	49.3577918	1.8918706	SLC39A8	solute carrier family 39 member 8
7958414	1.62e-24	2.06e-26	-12.686218	49.3181241	-1.0255002	ISCU	iron-sulfur cluster assembly enzyme
7893258	1.66e-24	2.12e-26	12.682329	49.2927336	2.0559485		
8073943	2.07e-24	2.65e-26	12.648046	49.0689123	1.1333525	ZBED4	zinc finger BED-type containing 4
8007501	2.07e-24	2.65e-26	-12.647823	49.0674565	-1.2553225		
8163569	2.24e-24	2.88e-26	-12.635414	48.9864502	-1.2131331	AKNA	AT-hook transcription factor
8124280	2.44e-24	3.14e-26	-12.622314	48.9009328	-3.3648683	FAM65B	family with sequence similarity 65 member B
8117334	2.49e-24	3.22e-26	12.618664	48.8771071	2.1747839	HIST1H4A	histone cluster 1, H4a
8025992	2.85e-24	3.69e-26	12.597792	48.7408614	1.9435593	ZNF788	zinc finger family member 788
8146130	2.86e-24	3.71e-26	12.596884	48.7349331	2.1318241	GINS4	GINS complex subunit 4
8110032	2.97e-24	3.86e-26	-12.590863	48.6956303	-2.3265324	CREBRF	CREB3 regulatory factor
8145702	3.13e-24	4.08e-26	12.582402	48.6404014	1.555195	WRN	Werner syndrome RecQ like helicase
7948229	3.31e-24	4.32e-26	12.573869	48.5847052	2.0548241	SLC43A3///PRG2	solute carrier family 43 member 3///proteoglycan 2, pro eosinophil major basic protein
8040142	3.46e-24	4.53e-26	12.566424	48.5361151	1.5345961	CPSF3	cleavage and polyadenylation specific factor 3
8001938	3.49e-24	4.57e-26	-12.565008	48.5268694	-1.358544	TRADD	TNFRSF1A associated via death domain
7941563	3.96e-24	5.20e-26	-12.545489	48.3994711	-1.6797742		
7962794	4.07e-24	5.37e-26	-12.540597	48.3675451	-1.7251053	ZNF641	zinc finger protein 641
7955217	4.33e-24	5.72e-26	12.531042	48.3051809	1.9249052	SPATS2	spermatogenesis associated serine rich 2
8026926	4.44e-24	5.87e-26	-12.526993	48.2787579	-1.5470125	MAST3	microtubule associated serine/threonine kinase 3
8168280	4.58e-24	6.08e-26	12.521755	48.2445768	1.0027336	NONO	non-POU domain containing, octamer-binding
8169949	5.35e-24	7.11e-26	12.497809	48.0883046	0.7670689	STK26	serine/threonine protein kinase 26
7978312	5.35e-24	7.14e-26	-12.497253	48.084672	-1.6508666	RIPK3	receptor interacting serine/threonine kinase 3
7981335	5.40e-24	7.21e-26	12.495721	48.0746746	1.0957295	HSP90AA1	heat shock protein 90 alpha family class A member 1
8091354	5.55e-24	7.43e-26	12.491136	48.0447539	2.2888836	HLTF	helicase like transcription factor
8161484	5.61e-24	7.54e-26	12.48904	48.031081	1.4591822	LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///monofunctional C1-tetrahydrofolate synthase, mitochondrial-like///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like pseudogene///methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
8048976	6.09e-24	8.20e-26	-12.476155	47.9469994	-2.0291615		
7939839	6.21e-24	8.37e-26	-12.473001	47.9264186	-2.9170336	PTPRJ	protein tyrosine phosphatase, receptor type J
8137202	6.30e-24	8.51e-26	-12.470514	47.9101907	-1.0668402	ZNF862	zinc finger protein 862
8141173	6.43e-24	8.71e-26	-12.466975	47.8870947	-1.0538328	OCM///OCM2	oncomodulin///oncomodulin 2
7967544	6.51e-24	8.84e-26	12.46478	47.8727754	1.8053095	SCARB1	scavenger receptor class B member 1
8020254	6.77e-24	9.21e-26	12.458444	47.8314306	1.795088	SEH1L	SEH1 like nucleoporin
7923798	6.90e-24	9.42e-26	12.45512	47.8097466	1.6168921	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
7925229	7.33e-24	1.00e-25	12.445729	47.7484695	1.7273184	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
7917530	7.80e-24	1.07e-25	-12.435788	47.683609	-3.8639993	GBP2	guanylate binding protein 2
8056821	8.04e-24	1.10e-25	12.430894	47.6516784	0.9761467		
7912481	8.38e-24	1.15e-25	12.424135	47.6075824	1.3463025	MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)
8078147	8.76e-24	1.21e-25	-12.417152	47.562024	-1.0373207	BTD	biotinidase
7914563	8.85e-24	1.22e-25	12.415303	47.549964	1.8229795	YARS	tyrosyl-tRNA synthetase
8179848	9.18e-24	1.27e-25	-12.409395	47.5114175	-1.6015445	HSPA1L	heat shock protein family A (Hsp70) member 1 like
7977674	9.86e-24	1.37e-25	12.397931	47.4366311	1.4153057	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit
8026564	9.86e-24	1.37e-25	-12.397757	47.4354949	-2.481374	KLF2	Kruppel like factor 2
7932109	1.03e-23	1.44e-25	12.39047	47.3879601	1.6963797	SEPHS1	selenophosphate synthetase 1
7903592	1.06e-23	1.48e-25	-12.386569	47.362512	-2.8300838	KIAA1324	KIAA1324
8147079	1.06e-23	1.49e-25	12.385385	47.3547882	1.9959483	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
7946275	1.11e-23	1.56e-25	-12.378481	47.3097536	-2.5758121	GVINP1	GTPase, very large interferon inducible pseudogene 1
7909745	1.12e-23	1.57e-25	12.376869	47.299241	2.7116064	KCTD3	potassium channel tetramerization domain containing 3
